,PageRank,HubScore,AuthorityScore,Betweeness,Colony,Day,Role
Ant207,0.006865075145818384,0.0033366240150907497,0.0033366240157737363,0.0011161383492588669,3,16,F
Ant206,0.005823840093519358,0.007139351397191661,0.007139351396859741,0.0011049026979509668,3,16,N
Ant599,0.008146971918990659,0.011808630199481938,0.011808630198773202,0.0008136928860990038,3,16,N
Ant38,0.00865730932214519,0.0052303734446581575,0.005230373445383948,0.0031362039637722046,3,16,F
Ant638,0.005028513900804505,0.0023523258709697344,0.002352325871336471,0.0016018163069427863,3,16,F
Ant32,0.0038228378536807606,0.0027334712335597548,0.0027334712337053176,0.0012781127630789922,3,16,F
Ant30,0.0071954930741500375,0.008766283306529517,0.008766283306260298,0.0018315483280682474,3,16,N
Ant632,0.004440298013120643,0.0022602039030078574,0.002260203903304899,0.0025020475638897165,3,16,F
Ant534,0.005215492257211486,0.003968590181072243,0.00396859018122362,0.0019771984529422873,3,16,C
Ant538,0.007069937901630232,0.004684879301948185,0.004684879302430331,0.003146312042211603,3,16,F
Ant109,0.0077164263989202625,0.007693220123079497,0.007693220123070298,0.003095024231719419,3,16,C
Ant238,0.004772143788109605,0.0019175257821505529,0.001917525782548977,0.0007029357888206325,3,16,F
Ant342,0.009122722598615358,0.005064363526815091,0.00506436352754579,0.0029418445917607002,3,16,F
Ant105,0.009513902784178943,0.013593375999936937,0.013593375999285106,0.002022933199094293,3,16,N
Ant102,0.003304543927170682,0.0012308924934577468,0.001230892493704883,0.000740220524335956,3,16,F
Ant347,0.004802570614407422,0.0062343172111985964,0.00623431721080861,0.0003446033124776518,3,16,N
Ant186,0.005546285229979244,0.004304567015307409,0.004304567015558605,0.002695501460369148,3,16,F
Ant621,0.006452037833974481,0.004334855950830772,0.004334855951209653,0.0015225089279343467,3,17,F
Ant149,0.004997793745118317,0.003215343403090738,0.0032153434034587654,0.00131108680578746,3,17,F
Ant118,0.008880959057734226,0.009122466151456721,0.009122466151458768,0.00395899624865043,3,17,C
Ant540,0.006954312873237772,0.00909061971240909,0.009090619711964521,0.0018759190315654044,3,17,N
Ant227,0.012752761302170233,0.012261606737081416,0.0122616067372241,0.004992865213921928,3,17,C
Ant117,0.005589133797843048,0.003926822069796035,0.003926822070127605,0.003685409092850619,3,17,F
Ant111,0.003916500254787893,0.003174632584283441,0.0031746325843092465,0.0016848515765867,3,17,C
Ant221,0.002902582176842216,0.0013943625872658218,0.0013943625874804448,0.0006277964117042222,3,17,F
Ant112,0.005627450423157688,0.003480514197637939,0.0034805141979460334,0.003162767616803875,3,17,F
Ant194,0.0061549611800104705,0.005591982855022381,0.005591982855053474,0.0032804229461253407,3,17,C
Ant196,0.007860677283161515,0.005092637567508297,0.005092637568172914,0.0033524669386358263,3,17,F
Ant191,0.008458714409233828,0.009961690694294926,0.009961690693903822,0.002717922405847389,3,17,N
Ant190,0.004966415659470479,0.0038335828613249474,0.003833582861521741,0.0018274520121817454,3,17,C
Ant198,0.009588111489146926,0.006190001665721296,0.006190001666603751,0.004125064928060991,3,17,F
Ant492,0.00882887508325364,0.011843141294610868,0.011843141293979271,0.0026738858982948677,3,17,N
Ant324,0.008822802859371578,0.010367390852448017,0.01036739085219817,0.002983128693169117,3,17,N
Ant329,0.007176311781993289,0.010998684968724004,0.01099868496797155,0.00046789249590527363,3,17,N
Ant650,0.0034648919793215972,0.0018573814079665798,0.0018573814081847238,0.0014567204520123125,3,17,F
Ant556,0.009638198826596533,0.01462707226335788,0.01462707226245454,0.0021693982977705026,3,17,N
Ant252,0.00530539163599292,0.0031901971707730173,0.0031901971711960327,0.0024977271015808986,3,17,F
Ant250,0.005956514819821452,0.005060579419866409,0.005060579419861376,0.00061883457685432,3,17,C
Ant251,0.004281028300604168,0.0021449942214288235,0.002144994221758893,0.0014584939561190834,3,17,F
Ant256,0.009319197749474175,0.007142644892538339,0.007142644893155999,0.003819136575160325,3,17,F
Ant126,0.00412558376555268,0.002976204570038718,0.0029762045701557656,0.0022726953250375554,3,17,C
Ant255,0.005234415089540882,0.0032177203348087596,0.0032177203352018475,0.0016762997205335437,3,17,F
Ant458,0.009697415640584807,0.007102851311842475,0.007102851312623632,0.004442549941230864,3,17,F
Ant26,0.009784768581853218,0.007241893042141052,0.007241893043026805,0.0023751357194585197,3,17,F
Ant27,0.005366472661513938,0.004245336685160445,0.0042453366853191735,0.0021666604843730325,3,17,F
Ant20,0.012801715336573283,0.017882591393667345,0.017882591392596903,0.0027075191821726184,3,17,N
Ant23,0.005341460863198938,0.006238903155974269,0.006238903155760362,0.0014959422029538199,3,17,N
Ant482,0.004894068314475771,0.005045295611121057,0.005045295611087359,0.00266533852695515,3,17,C
Ant331,0.005619894918033792,0.00564955319882605,0.005649553198760961,0.003600979349790223,3,17,N
Ant334,0.006440341858599075,0.008265986174176343,0.008265986173751691,0.0013295567272009936,3,17,N
Ant131,0.00857680097762205,0.012786811547017373,0.012786811546264218,0.0017055421630875207,3,17,N
Ant127,0.008658145250016477,0.0056348920881730885,0.005634892088872194,0.0042388509961068304,3,17,F
Ant560,0.006820376151350623,0.005896526111167376,0.005896526111466266,0.0027126569119320745,3,17,F
Ant564,0.008841531988997812,0.014061124956554654,0.014061124955551185,0.0007434849293370552,3,17,N
Ant243,0.006335836143135763,0.005309705266724161,0.005309705266744922,0.001854089351785501,3,17,C
