,Ant,Betweenness,Colony,Day,group_period1,group_period2,group_period3,group_period4
5915,Ant105,0.002363561102158067,2,19,N,N, , 
5916,Ant102,0.0019461564640114444,2,19,N,N,N,N
5917,Ant437,0.0028620373561582496,2,19,N,C,C,C
5918,Ant621,0.004223653407643847,2,20,C,C,N,N
5919,Ant665,0.0012154168338853741,2,20,,,,
5920,Ant356,0.0015614128808467695,2,20,N,N,N,N
5921,Ant540,0.00011933762296436113,2,20,C,F, , 
5922,Ant227,0.003303728824388772,2,20,C,C,C,C
5923,Ant114,0.001071303642744259,2,20,N,N, , 
5924,Ant112,0.0016724137615117232,2,20,N,C, , 
5925,Ant195,0.002981726079755347,2,20,C,C,C,C
5926,Ant518,0.008007145595004475,2,20,C,C, , 
5927,Ant492,0.00193351748100217,2,20,N,N,N,N
5928,Ant324,0.001945028183806006,2,20,N,N,C,C
5929,Ant650,0.0017834518331021705,2,20,,,,
5930,Ant556,0.0023469623772128067,2,20,N,N,N,N
5931,Ant552,0.0021231777837234585,2,20,N,N,N,N
5932,Ant256,0.003839246839943656,2,20,F,F,C,C
5933,Ant257,0.0013408477742369383,2,20,N,N, , 
5934,Ant126,0.010546793740964204,2,20,F,C,C,C
5935,Ant502,0.003361508579309486,2,20,C,C,C,C
5936,Ant26,0.002126355577040403,2,20,N,N, , 
5937,Ant20,0.001061870386329498,2,20,F,F, , 
5938,Ant137,0.0012859696357374654,2,20,N,N,N,N
5939,Ant332,0.003077257781645856,2,20,N,N,N,N
5940,Ant647,5.596434891974799e-05,2,20,N,C, , 
5941,Ant560,0.002442143520926105,2,20,N,N,N,N
5942,Ant564,0.004314546027667938,2,20,F,F,C,C
5943,Ant243,0.00013089100978483159,2,20,F,F, , 
5944,Ant244,0.002811105868548782,2,20,N,N,C,C
5945,Ant50,0.0012390488945494636,2,20,N,N,N,N
5946,Ant52,0.0012034704579162677,2,20,N,N,N,N
5947,Ant55,0.006949065468759788,2,20,C,F, , 
5948,Ant140,0.0035050024612283247,2,20,C,C,C,C
5949,Ant147,0.004973420536428791,2,20,N,N,C,C
5950,Ant144,0.002864219988790951,2,20,N,N, , 
5951,Ant305,0.0031445321998778137,2,20,C,C, , 
5952,Ant148,0.0018787918694296555,2,20,N,N,N,N
5953,Ant673,0.0029400448441095493,2,20,,,,
5954,Ant301,0.003047820276602387,2,20,N,N, , 
5955,Ant476,0.003766270325024294,2,20,N,N,N,N
5956,Ant575,0.002972513373737326,2,20,C,C, , 
5957,Ant43,0.006393679507781878,2,20,F,F, , 
5958,Ant40,0.00011933762296436113,2,20,C,F, , 
5959,Ant44,0.002922917028530185,2,20,N,N, , 
5960,Ant580,0.007940718119773862,2,20,C,C, , 
5961,Ant6,0.0037392726209444873,2,20,N,N,C,C
5962,Ant507,0.0037055542698700202,2,20,F,F, , 
5963,Ant262,0.0006563592273454447,2,20,C,C,C,C
5964,Ant260,0.009315443725872,2,20,N,N, , 
5965,Ant265,0.006573290445570725,2,20,C,C, , 
5966,Ant264,0.006179820933895381,2,20,C,F, , 
5967,Ant313,0.003342303767490935,2,20,N,N, , 
5968,Ant158,0.00714384528885463,2,20,C,C, , 
5969,Ant311,0.011177434935871209,2,20,N,C, , 
5970,Ant268,0.008063379154096577,2,20,F,F,F,F
5971,Ant509,0.0024122771366026597,2,20,N,N, , 
5972,Ant395,0.0019822718749942588,2,20,N,C, , 
5973,Ant5,0.002534556228597036,2,20,N,N, , 
5974,Ant7,0.0032758225393445394,2,20,C,C, , 
5975,Ant398,0.007425438700971073,2,20,F,F, , 
5976,Ant0,0.0038352913002065287,2,20,N,N, , 
5977,Ant2,0.0027818775779110535,2,20,N,C,F,F
5978,Ant72,0.0069076805659966205,2,20,F,F, , 
5979,Ant593,0.002592723148442527,2,20,N,N,N,N
5980,Ant592,0.0008438648934347417,2,20,Q,Q,Q,Q
5981,Ant19,0.005345515141862502,2,20,C,N,C,C
5982,Ant599,0.0014147834158473327,2,20,C,N,N,N
5983,Ant14,0.007751817380657978,2,20,F,F, , 
5984,Ant12,8.159012821838727e-05,2,20,C,F, , 
5985,Ant97,0.0006339315531001066,2,20,N,N, , 
5986,Ant96,0.00250458893134038,2,20,N,N,C,C
5987,Ant169,0.0032052601408938146,2,20,N,N,N,N
5988,Ant298,0.004025713772890257,2,20,N,N,N,N
5989,Ant296,0.002804197475821639,2,20,N,N,C,C
5990,Ant294,0.00028933506493412285,2,20,C,F, , 
5991,Ant99,0.002613115184203542,2,20,N,N,N,N
5992,Ant98,0.002923758297543756,2,20,N,N,N,N
5993,Ant217,0.00022383816089955404,2,20,C,F, , 
5994,Ant215,0.009619577839075626,2,20,F,F, , 
5995,Ant212,0.012238346086468383,2,20,F,F, , 
5996,Ant210,0.004583460410703918,2,20,N,N,C,C
5997,Ant219,0.001828592252940896,2,20,N,N, , 
5998,Ant400,0.003401238478505745,2,20,N,N,N,N
5999,Ant161,0.0015915225277691894,2,20,N,N, , 
6000,Ant60,0.002723786302384255,2,20,N,N,N,N
6001,Ant62,0.0016769800173387862,2,20,N,N, , 
6002,Ant63,0.001688855835708245,2,20,N,N,C,C
6003,Ant65,0.001050052256940761,2,20,C,C,C,C
6004,Ant604,0.004138944879501459,2,20,C,C,C,C
6005,Ant607,0.004876217432917659,2,20,F,F, , 
6006,Ant610,0.003414623966686277,2,20,N,C, , 
6007,Ant178,0.00014135649002525709,2,20,C,F,C,C
6008,Ant289,0.003983053721882315,2,20,C,F,C,C
6009,Ant632,0.0007571688779216514,2,20,C,F, , 
6010,Ant172,0.008704815536264045,2,20,F,C,C,C
6011,Ant170,0.0026869472765862095,2,20,N,N, , 
6012,Ant176,0.0072019231613010045,2,20,F,F,F,F
6013,Ant174,0.002665698139181872,2,20,N,N,N,N
6014,Ant206,0.0040735086798734535,2,20,N,N,N,N
6015,Ant202,8.201660866854338e-05,2,20,F,F,F,F
6016,Ant209,0.0013987006830593009,2,20,N,N,N,N
6017,Ant15,0.0005088107866338128,2,20,N,N,N,N
6018,Ant38,0.0033767061486795957,2,20,N,N, , 
6019,Ant638,0.0007032770895991695,2,20,C,F,F,F
6020,Ant32,0.00252831503767705,2,20,N,N, , 
6021,Ant30,0.0054088384214008925,2,20,N,N, , 
6022,Ant35,0.003733962771022722,2,20,C,C,C,C
6023,Ant232,0.0035101416759581905,2,20,C,C,C,C
6024,Ant237,0.0030964728845660284,2,20,N,N,N,N
6025,Ant342,0.0019137719170810277,2,20,N,N, , 
6026,Ant105,0.0015444632735742442,2,20,N,N, , 
6027,Ant102,0.0013330302065635176,2,20,N,N,N,N
6028,Ant437,0.001939384087795818,2,20,N,C,C,C
6029,Ant621,0.0051042555020928805,2,21,C,C,N,N
6030,Ant665,0.0016156998272040678,2,21,,,,
6031,Ant356,0.0016129691580295301,2,21,N,N,N,N
6032,Ant540,0.00014743186364306825,2,21,C,F, , 
6033,Ant227,0.003682655824347682,2,21,C,C,C,C
6034,Ant114,0.003341713772897736,2,21,N,N, , 
6035,Ant112,0.00047013903374456677,2,21,N,C, , 
6036,Ant195,0.0039798485754106725,2,21,C,C,C,C
6037,Ant518,0.007907237128452859,2,21,C,C, , 
6038,Ant492,0.001981620908831349,2,21,N,N,N,N
6039,Ant324,0.0020314075922906187,2,21,N,N,C,C
6040,Ant650,0.001779370338918735,2,21,,,,
6041,Ant556,0.0020670794963595133,2,21,N,N,N,N
6042,Ant552,0.004029177590446464,2,21,N,N,N,N
6043,Ant256,0.009254166265313469,2,21,F,F,C,C
6044,Ant257,0.001300433539524333,2,21,N,N, , 
6045,Ant126,0.009825531721215915,2,21,F,C,C,C
6046,Ant26,0.0024580843881117018,2,21,N,N, , 
6047,Ant20,0.00312563180962644,2,21,F,F, , 
6048,Ant5,0.00678711314594646,2,21,N,N, , 
6049,Ant137,0.0006335892938814523,2,21,N,N,N,N
6050,Ant400,0.001575893632250831,2,21,N,N,N,N
6051,Ant647,3.207801372938988e-06,2,21,N,C, , 
6052,Ant560,0.001969704764216943,2,21,N,N,N,N
6053,Ant564,0.002159203885664321,2,21,F,F,C,C
6054,Ant243,0.0010213517688459413,2,21,F,F, , 
6055,Ant244,0.0018453775926360683,2,21,N,N,C,C
6056,Ant50,0.00201310844586937,2,21,N,N,N,N
6057,Ant52,0.0010223502833152144,2,21,N,N,N,N
6058,Ant55,0.006066985701481714,2,21,C,F, , 
6059,Ant140,0.003332090455179939,2,21,C,C,C,C
6060,Ant147,0.0022445014461980055,2,21,N,N,C,C
6061,Ant144,0.001999465144076029,2,21,N,N, , 
6062,Ant305,0.0035694045739468124,2,21,C,C, , 
6063,Ant148,0.0029994498819903687,2,21,N,N,N,N
6064,Ant673,0.0037259704196038407,2,21,,,,
6065,Ant301,0.0030180113847166853,2,21,N,N, , 
6066,Ant476,0.0015786773864458713,2,21,N,N,N,N
6067,Ant575,0.0030436807571992018,2,21,C,C, , 
6068,Ant43,0.004366689370027895,2,21,F,F, , 
6069,Ant40,0.00011112596688008113,2,21,C,F, , 
6070,Ant44,0.004592123805323622,2,21,N,N, , 
6071,Ant580,0.0005744252226925114,2,21,C,C, , 
6072,Ant398,0.007243409765211837,2,21,F,F, , 
6073,Ant507,0.003359583679785887,2,21,F,F, , 
6074,Ant262,0.0014199512899516638,2,21,C,C,C,C
6075,Ant260,0.01239453485799473,2,21,N,N, , 
6076,Ant265,0.010315703757664198,2,21,C,C, , 
6077,Ant264,0.00972590389812722,2,21,C,F, , 
6078,Ant313,0.002698192471909887,2,21,N,N, , 
6079,Ant158,0.006610444032376604,2,21,C,C, , 
6080,Ant311,0.013660485111181427,2,21,N,C, , 
6081,Ant268,0.011039237292203994,2,21,F,F,F,F
6082,Ant509,0.0028478268384969706,2,21,N,N, , 
6083,Ant395,0.0022231638407070407,2,21,N,C, , 
6084,Ant502,0.002008570921834692,2,21,C,C,C,C
6085,Ant7,0.013648079020369559,2,21,C,C, , 
6086,Ant6,0.0028003530715930013,2,21,N,N,C,C
6087,Ant0,0.002487364169956673,2,21,N,N, , 
6088,Ant2,0.004557095909741708,2,21,N,C,F,F
6089,Ant72,0.007380593886979468,2,21,F,F, , 
6090,Ant593,0.005752840597322851,2,21,N,N,N,N
6091,Ant592,0.0004478320907183057,2,21,Q,Q,Q,Q
6092,Ant19,0.0037492967964205402,2,21,C,N,C,C
6093,Ant15,0.0012786931536297997,2,21,N,N,N,N
6094,Ant14,0.0004197034853170638,2,21,F,F, , 
6095,Ant12,0.00011150963432348006,2,21,C,F, , 
6096,Ant97,0.0012804471941614433,2,21,N,N, , 
6097,Ant96,0.0024994762991691418,2,21,N,N,C,C
6098,Ant169,0.003139727981648747,2,21,N,N,N,N
6099,Ant298,0.0012943589223387546,2,21,N,N,N,N
6100,Ant296,0.0031607060807663126,2,21,N,N,C,C
6101,Ant294,0.0035331257140256886,2,21,C,F, , 
6102,Ant99,0.0020136271866369147,2,21,N,N,N,N
6103,Ant98,0.0023575907845171133,2,21,N,N,N,N
6104,Ant217,0.0004176899179360733,2,21,C,F, , 
6105,Ant215,0.006034760639955541,2,21,F,F, , 
6106,Ant212,0.015107011599058995,2,21,F,F, , 
6107,Ant210,0.003518348076978269,2,21,N,N,C,C
6108,Ant219,0.0005683974062975121,2,21,N,N, , 
6109,Ant332,0.0025562623020181645,2,21,N,N,N,N
6110,Ant161,0.0018763668801591647,2,21,N,N, , 
6111,Ant60,0.0010611192874802136,2,21,N,N,N,N
6112,Ant62,0.0006618893072247103,2,21,N,N, , 
6113,Ant63,0.0016981390420981915,2,21,N,N,C,C
6114,Ant65,0.0020683951506769685,2,21,C,C,C,C
6115,Ant604,0.004962814871874502,2,21,C,C,C,C
6116,Ant607,0.002387803666045691,2,21,F,F, , 
6117,Ant610,0.006705126057564768,2,21,N,C, , 
6118,Ant178,0.001009557874270941,2,21,C,F,C,C
6119,Ant289,0.009224168604036496,2,21,C,F,C,C
6120,Ant632,0.00037975986854652357,2,21,C,F, , 
6121,Ant172,0.0002900470841262723,2,21,F,C,C,C
6122,Ant170,0.0024426905175068815,2,21,N,N, , 
6123,Ant176,0.002077618205232273,2,21,F,F,F,F
6124,Ant174,0.001447300092018804,2,21,N,N,N,N
6125,Ant206,0.0015488530697478258,2,21,N,N,N,N
6126,Ant202,0.00021153286909984657,2,21,F,F,F,F
6127,Ant209,0.0007760116937520368,2,21,N,N,N,N
6128,Ant599,0.0015271595058622175,2,21,C,N,N,N
6129,Ant38,0.0024839998558413233,2,21,N,N, , 
6130,Ant638,0.0042471676296487945,2,21,C,F,F,F
6131,Ant32,0.002177735543168725,2,21,N,N, , 
6132,Ant30,0.003391880273647317,2,21,N,N, , 
6133,Ant35,0.004514345106825832,2,21,C,C,C,C
6134,Ant232,0.005058980445568274,2,21,C,C,C,C
6135,Ant237,0.0036289723399204232,2,21,N,N,N,N
6136,Ant342,0.003175543229844695,2,21,N,N, , 
6137,Ant105,0.0030206931353396237,2,21,N,N, , 
6138,Ant102,0.0015115728172752333,2,21,N,N,N,N
6139,Ant437,0.0022858022487266794,2,21,N,C,C,C
6140,Ant621,0.003491442064607871,2,22,C,C,N,N
6141,Ant356,0.0015066483730981958,2,22,N,N,N,N
6142,Ant227,0.0063773903937788135,2,22,C,C,C,C
6143,Ant114,0.006583800642731378,2,22,N,N, , 
6144,Ant112,0.00040597742827897307,2,22,N,C, , 
6145,Ant195,0.006620243349694013,2,22,C,C,C,C
6146,Ant518,0.013185401124277508,2,22,C,C, , 
6147,Ant492,0.0031775851789435953,2,22,N,N,N,N
6148,Ant324,0.0024873753305335628,2,22,N,N,C,C
6149,Ant650,0.0025343180894269487,2,22,,,,
6150,Ant556,0.005162232602996796,2,22,N,N,N,N
6151,Ant552,0.002160012397078791,2,22,N,N,N,N
6152,Ant256,0.0003583901296901919,2,22,F,F,C,C
6153,Ant257,0.0020748662809460176,2,22,N,N, , 
6154,Ant126,0.01810430463468247,2,22,F,C,C,C
6155,Ant20,0.010347533860742239,2,22,F,F, , 
6156,Ant137,0.0012579700762379465,2,22,N,N,N,N
6157,Ant332,0.0026522607959637598,2,22,N,N,N,N
6158,Ant647,1.6721243782677e-05,2,22,N,C, , 
6159,Ant560,0.004983424391960914,2,22,N,N,N,N
6160,Ant564,0.010503503119568793,2,22,F,F,C,C
6161,Ant243,0.0006502205892504376,2,22,F,F, , 
6162,Ant244,0.002379648893813025,2,22,N,N,C,C
6163,Ant50,0.0020266389377208956,2,22,N,N,N,N
6164,Ant52,0.0009164915569319654,2,22,N,N,N,N
6165,Ant55,0.010097772911755332,2,22,C,F, , 
6166,Ant98,0.004573556862508832,2,22,N,N,N,N
6167,Ant140,0.006904320166378622,2,22,C,C,C,C
6168,Ant147,0.0044938874030848374,2,22,N,N,C,C
6169,Ant144,0.004062157279884096,2,22,N,N, , 
6170,Ant305,0.0025566198698620452,2,22,C,C, , 
6171,Ant148,0.0029605951693738083,2,22,N,N,N,N
6172,Ant673,0.003212162426001018,2,22,,,,
6173,Ant476,0.004200205386188671,2,22,N,N,N,N
6174,Ant575,0.0030821901621244812,2,22,C,C, , 
6175,Ant44,0.0028373375589538364,2,22,N,N, , 
6176,Ant665,0.003269194310719989,2,22,,,,
6177,Ant6,0.004253960373378835,2,22,N,N,C,C
6178,Ant262,0.001978245636335567,2,22,C,C,C,C
6179,Ant265,0.013246419755097593,2,22,C,C, , 
6180,Ant268,0.0116017894079503,2,22,F,F,F,F
6181,Ant395,0.0023713438315940724,2,22,N,C, , 
6182,Ant502,0.0023395978572223787,2,22,C,C,C,C
6183,Ant7,0.013690078622933087,2,22,C,C, , 
6184,Ant398,0.006311702056290277,2,22,F,F, , 
6185,Ant2,0.003611304440368814,2,22,N,C,F,F
6186,Ant72,0.010549318447311844,2,22,F,F, , 
6187,Ant593,0.003907440872383631,2,22,N,N,N,N
6188,Ant592,0.00037684141149205706,2,22,Q,Q,Q,Q
6189,Ant19,0.005468761877587251,2,22,C,N,C,C
6190,Ant599,0.003939555386090076,2,22,C,N,N,N
6191,Ant12,0.00036105725577374514,2,22,C,F, , 
6192,Ant96,0.0028444469213134075,2,22,N,N,C,C
6193,Ant169,0.005823867345381172,2,22,N,N,N,N
6194,Ant298,0.002466751720949284,2,22,N,N,N,N
6195,Ant296,0.0050124372734757896,2,22,N,N,C,C
6196,Ant294,0.007939671994631707,2,22,C,F, , 
6197,Ant99,0.0019729267081689387,2,22,N,N,N,N
6198,Ant161,0.0019894910348276346,2,22,N,N, , 
6199,Ant217,0.000815061502456075,2,22,C,F, , 
6200,Ant215,0.010656102427946037,2,22,F,F, , 
6201,Ant210,0.0061076481178577256,2,22,N,N,C,C
6202,Ant219,0.001837693809401704,2,22,N,N, , 
6203,Ant400,0.0032683440367467765,2,22,N,N,N,N
6204,Ant60,0.004528226585516584,2,22,N,N,N,N
6205,Ant62,0.002609037734286842,2,22,N,N, , 
6206,Ant63,0.0011393128834958416,2,22,N,N,C,C
6207,Ant65,0.001413089924275037,2,22,C,C,C,C
6208,Ant604,0.00389875468122666,2,22,C,C,C,C
6209,Ant607,0.0077078968448680805,2,22,F,F, , 
6210,Ant178,0.000944916006051077,2,22,C,F,C,C
6211,Ant289,0.006356948944573771,2,22,C,F,C,C
6212,Ant632,0.00013835485265426293,2,22,C,F, , 
6213,Ant172,0.0003162224347771244,2,22,F,C,C,C
6214,Ant176,0.0026793026731875688,2,22,F,F,F,F
6215,Ant174,0.0013051248188327498,2,22,N,N,N,N
6216,Ant206,0.0023960083189205317,2,22,N,N,N,N
6217,Ant202,0.003870001447732438,2,22,F,F,F,F
6218,Ant209,0.0011112770807111159,2,22,N,N,N,N
6219,Ant15,0.004022944884272102,2,22,N,N,N,N
6220,Ant638,0.0017278464830443993,2,22,C,F,F,F
6221,Ant32,0.0018694223553531062,2,22,N,N, , 
6222,Ant30,0.005328902952627902,2,22,N,N, , 
6223,Ant35,0.005712713352920234,2,22,C,C,C,C
6224,Ant232,0.005891042471233991,2,22,C,C,C,C
6225,Ant237,0.0024052445916202133,2,22,N,N,N,N
6226,Ant342,0.006721031178831397,2,22,N,N, , 
6227,Ant105,0.0019357600619061143,2,22,N,N, , 
6228,Ant102,0.0055730501445590734,2,22,N,N,N,N
6229,Ant437,0.007294216307792638,2,22,N,C,C,C
6230,Ant621,0.004662938097041048,2,23,C,C,N,N
6231,Ant356,0.0022633732686103253,2,23,N,N,N,N
6232,Ant227,0.005725116062156814,2,23,C,C,C,C
6233,Ant114,0.0024173358309275595,2,23,N,N, , 
6234,Ant112,0.011999596982396776,2,23,N,C, , 
6235,Ant195,0.005412274740973443,2,23,C,C,C,C
6236,Ant518,0.005217279032438243,2,23,C,C, , 
6237,Ant492,0.0009725416207964938,2,23,N,N,N,N
6238,Ant324,0.002643404973930932,2,23,N,N,C,C
6239,Ant650,0.00394863014321362,2,23,,,,
6240,Ant556,0.0028702897853367716,2,23,N,N,N,N
6241,Ant552,0.0017544425207652937,2,23,N,N,N,N
6242,Ant256,0.009016717614719932,2,23,F,F,C,C
6243,Ant257,0.002049660183059412,2,23,N,N, , 
6244,Ant126,0.01715339789835342,2,23,F,C,C,C
6245,Ant20,0.00872073279931667,2,23,F,F, , 
6246,Ant137,0.0017233556906853789,2,23,N,N,N,N
6247,Ant332,0.002190129891588527,2,23,N,N,N,N
6248,Ant647,1.044035722214907e-05,2,23,N,C, , 
6249,Ant560,0.002281798405621431,2,23,N,N,N,N
6250,Ant564,0.008014257813274344,2,23,F,F,C,C
6251,Ant35,0.007513697265382605,2,23,C,C,C,C
6252,Ant243,0.0003722455798586409,2,23,F,F, , 
6253,Ant244,0.002011396283475986,2,23,N,N,C,C
6254,Ant50,0.0013451262579612729,2,23,N,N,N,N
6255,Ant52,0.0010443639875242663,2,23,N,N,N,N
6256,Ant55,0.004902715897825854,2,23,C,F, , 
6257,Ant98,0.007154234107299364,2,23,N,N,N,N
6258,Ant140,0.002298874407343209,2,23,C,C,C,C
6259,Ant147,0.0035426441553904685,2,23,N,N,C,C
6260,Ant144,0.0031237397274301473,2,23,N,N, , 
6261,Ant305,0.004083199191339329,2,23,C,C, , 
6262,Ant148,0.0016352425065682056,2,23,N,N,N,N
6263,Ant673,0.003188390968960352,2,23,,,,
6264,Ant476,0.0029950414208260077,2,23,N,N,N,N
6265,Ant575,0.0020481300802100214,2,23,C,C, , 
6266,Ant44,0.0024334653029040357,2,23,N,N, , 
6267,Ant665,0.0017272680625823277,2,23,,,,
6268,Ant398,0.007952302866650371,2,23,F,F, , 
6269,Ant262,0.003583119415004,2,23,C,C,C,C
6270,Ant265,0.011566210256465334,2,23,C,C, , 
6271,Ant268,0.018685397552692207,2,23,F,F,F,F
6272,Ant395,0.0027636522765701367,2,23,N,C, , 
6273,Ant502,0.008333685154229407,2,23,C,C,C,C
6274,Ant7,0.01083627329147974,2,23,C,C, , 
6275,Ant6,0.003020120704061955,2,23,N,N,C,C
6276,Ant2,0.004523509971397847,2,23,N,C,F,F
6277,Ant72,0.012634120413590112,2,23,F,F, , 
6278,Ant593,0.0028165137806019885,2,23,N,N,N,N
6279,Ant592,0.001446741790040254,2,23,Q,Q,Q,Q
6280,Ant19,0.0032138516081803396,2,23,C,N,C,C
6281,Ant599,0.002226716601995495,2,23,C,N,N,N
6282,Ant12,8.625310231703027e-05,2,23,C,F, , 
6283,Ant96,0.0014730556514018223,2,23,N,N,C,C
6284,Ant169,0.0022910634475292154,2,23,N,N,N,N
6285,Ant298,0.0033856302559253275,2,23,N,N,N,N
6286,Ant296,0.003682655581625492,2,23,N,N,C,C
6287,Ant294,0.007447106838302913,2,23,C,F, , 
6288,Ant99,0.003987307868218868,2,23,N,N,N,N
6289,Ant161,0.0028768070329678137,2,23,N,N, , 
6290,Ant217,0.0010056662593313748,2,23,C,F, , 
6291,Ant215,0.001621670385036355,2,23,F,F, , 
6292,Ant210,0.0027632161609790645,2,23,N,N,C,C
6293,Ant219,0.0012466652606216034,2,23,N,N, , 
6294,Ant400,0.0018347205956445562,2,23,N,N,N,N
6295,Ant60,0.0025353590316116695,2,23,N,N,N,N
6296,Ant62,0.002277549264625647,2,23,N,N, , 
6297,Ant63,0.0022899881742293082,2,23,N,N,C,C
6298,Ant65,0.0019686406642708786,2,23,C,C,C,C
6299,Ant604,0.002367632364080116,2,23,C,C,C,C
6300,Ant607,0.003865271029829256,2,23,F,F, , 
6301,Ant178,0.00014924370314040283,2,23,C,F,C,C
6302,Ant289,0.01142432352882035,2,23,C,F,C,C
6303,Ant172,0.0005851041570178566,2,23,F,C,C,C
6304,Ant176,0.00044566598773262896,2,23,F,F,F,F
6305,Ant174,0.0020349918383210644,2,23,N,N,N,N
6306,Ant206,0.002639952778380588,2,23,N,N,N,N
6307,Ant202,0.00029459986746959707,2,23,F,F,F,F
6308,Ant209,0.002110068718413918,2,23,N,N,N,N
6309,Ant15,0.002409841267701535,2,23,N,N,N,N
6310,Ant638,0.008568589816633455,2,23,C,F,F,F
6311,Ant32,0.0016019929243770508,2,23,N,N, , 
6312,Ant30,0.005900414611919752,2,23,N,N, , 
6313,Ant632,0.00031676027749333427,2,23,C,F, , 
6314,Ant232,0.00711026773672261,2,23,C,C,C,C
6315,Ant237,0.0026822166101771426,2,23,N,N,N,N
6316,Ant342,0.002879170309003798,2,23,N,N, , 
6317,Ant105,0.001264422822796921,2,23,N,N, , 
6318,Ant102,0.003018646948697851,2,23,N,N,N,N
6319,Ant437,0.007761511251548892,2,23,N,C,C,C
6320,Ant621,0.005881854427116086,2,24,C,C,N,N
6321,Ant356,0.0011028952745858708,2,24,N,N,N,N
6322,Ant227,0.004237551908703209,2,24,C,C,C,C
6323,Ant114,0.004706497153663075,2,24,N,N, , 
6324,Ant112,0.007700004851530689,2,24,N,C, , 
6325,Ant195,0.004546614860167268,2,24,C,C,C,C
6326,Ant217,0.00575222277964346,2,24,C,F, , 
6327,Ant492,0.0019145409286918966,2,24,N,N,N,N
6328,Ant324,0.0038236715068872607,2,24,N,N,C,C
6329,Ant650,0.0036136633092210984,2,24,,,,
6330,Ant556,0.0038469649506041453,2,24,N,N,N,N
6331,Ant552,0.005303603421416083,2,24,N,N,N,N
6332,Ant256,0.006389199751199635,2,24,F,F,C,C
6333,Ant257,0.005823761825386145,2,24,N,N, , 
6334,Ant126,0.01556490317541681,2,24,F,C,C,C
6335,Ant20,0.008877578853471265,2,24,F,F, , 
6336,Ant137,0.002556544154182145,2,24,N,N,N,N
6337,Ant400,0.004140375116755593,2,24,N,N,N,N
6338,Ant647,1.2526653095622735e-05,2,24,N,C, , 
6339,Ant560,0.0029758787305881646,2,24,N,N,N,N
6340,Ant564,0.003581341928375094,2,24,F,F,C,C
6341,Ant243,0.0006993768743705258,2,24,F,F, , 
6342,Ant244,0.003944409303646605,2,24,N,N,C,C
6343,Ant50,0.004005842132305469,2,24,N,N,N,N
6344,Ant52,0.001783932555296127,2,24,N,N,N,N
6345,Ant55,0.009706867402096713,2,24,C,F, , 
6346,Ant140,0.005605937851337357,2,24,C,C,C,C
6347,Ant147,0.0033124688487547967,2,24,N,N,C,C
6348,Ant144,0.005398728056380955,2,24,N,N, , 
6349,Ant305,0.006876976611706141,2,24,C,C, , 
6350,Ant148,0.0024609612066466,2,24,N,N,N,N
6351,Ant673,0.007234602347742514,2,24,,,,
6352,Ant476,0.003937905932224697,2,24,N,N,N,N
6353,Ant575,0.0024589041525207994,2,24,C,C, , 
6354,Ant44,0.004466925225321038,2,24,N,N, , 
6355,Ant665,0.0018463114465764544,2,24,,,,
6356,Ant6,0.007365360856132176,2,24,N,N,C,C
6357,Ant262,0.0027730800734514093,2,24,C,C,C,C
6358,Ant265,0.010425308559148812,2,24,C,C, , 
6359,Ant268,0.024635572645625336,2,24,F,F,F,F
6360,Ant395,0.004060897538029645,2,24,N,C, , 
6361,Ant502,0.006830509927007051,2,24,C,C,C,C
6362,Ant7,0.004769239630773146,2,24,C,C, , 
6363,Ant398,0.020092530369050374,2,24,F,F, , 
6364,Ant2,0.003718167142036231,2,24,N,C,F,F
6365,Ant72,0.009783555449822425,2,24,F,F, , 
6366,Ant593,0.0051274033053314095,2,24,N,N,N,N
6367,Ant592,0.0009545591762899819,2,24,Q,Q,Q,Q
6368,Ant19,0.004759785101371969,2,24,C,N,C,C
6369,Ant599,0.004512278614046748,2,24,C,N,N,N
6370,Ant12,0.0001225477777864558,2,24,C,F, , 
6371,Ant96,0.005689521251406791,2,24,N,N,C,C
6372,Ant169,0.004839443484453631,2,24,N,N,N,N
6373,Ant298,0.005474090469963054,2,24,N,N,N,N
6374,Ant296,0.002561911197892266,2,24,N,N,C,C
6375,Ant294,0.007171164642494973,2,24,C,F, , 
6376,Ant99,0.0018047902444754313,2,24,N,N,N,N
6377,Ant98,0.006512114546511948,2,24,N,N,N,N
6378,Ant518,0.003529627060490405,2,24,C,C, , 
6379,Ant215,0.00195876860733685,2,24,F,F, , 
6380,Ant210,0.00888820730924813,2,24,N,N,C,C
6381,Ant219,0.0015658104744007818,2,24,N,N, , 
6382,Ant332,0.005183080544205736,2,24,N,N,N,N
6383,Ant161,0.0030277161029448317,2,24,N,N, , 
6384,Ant60,0.003335559493387901,2,24,N,N,N,N
6385,Ant62,0.0005611965265959119,2,24,N,N, , 
6386,Ant63,0.0009242225348937692,2,24,N,N,C,C
6387,Ant65,0.0017022669390691421,2,24,C,C,C,C
6388,Ant604,0.004963967893464488,2,24,C,C,C,C
6389,Ant607,0.0002709037048948914,2,24,F,F, , 
6390,Ant178,0.00019973677271580942,2,24,C,F,C,C
6391,Ant289,0.0182563009858219,2,24,C,F,C,C
6392,Ant632,0.001018751147109816,2,24,C,F, , 
6393,Ant172,0.016577661271860895,2,24,F,C,C,C
6394,Ant176,0.0001873766716136971,2,24,F,F,F,F
6395,Ant174,0.0037047102271724626,2,24,N,N,N,N
