,pagerank,hubs,auth,degcentr,between,indegcentr,outdegcentr,closecentr,evcentr,load,haratio,paratio,phratio,haprod,paprod,phprod,hadiff,padiff,phsum,hasum,pasum,ha_harmonic_mean,hasum_normed,role
VA04,0.002515653716151233,0.01973552990446378,0.0018159150801716148,0.06785714285714285,0.0023066902808899425,0.03214285714285714,0.03571428571428571,0.40718000424538314,0.0941775628842486,0.0022632860403138167,10.808569422959621,1.3777495697745104,0.1274037074883734,3.5838046368693646e-05,4.568213519648787e-06,4.96477591443781e-05,0.017919614824292166,0.0006997386359796182,0.02225118362061501,0.021551444984635394,0.004331568796322848,0.0033258137813258976,0.021014576248363337,M
VA05,0.002857032184954466,0.015083564301497963,0.0019266471657904158,0.05357142857142857,0.0010632178850193954,0.024999999999999998,0.02857142857142857,0.3931594589055134,0.07593717275447869,0.0010479670540833857,7.788493726652482,1.4752466197364391,0.1892881050416249,2.906070641149854e-05,5.504492961714521e-06,4.309422867320991e-05,0.013156917135707547,0.0009303850191640503,0.01794059648645243,0.01701021146728838,0.004783679350744882,0.0034168542192886857,0.016586469544615717,M
VA06,0.002493704646626804,0.01609424310962732,0.0005592445169275063,0.04285714285714286,0.0011385844674115942,0.017857142857142856,0.024999999999999998,0.3832617382617383,0.05550232915650353,0.0011869417825261248,28.27298749664888,4.380726686813882,0.15484767769905536,9.000617213157377e-06,1.3945906504626849e-06,4.0134288826419066e-05,0.015534998592699812,0.0019344601296992976,0.018587947756254122,0.016653487626554823,0.0030529491635543104,0.00108092880182112,0.016238632062903994,M
VA07,0.002214220600240955,0.020372713789761205,0.0008441204231260646,0.04642857142857143,0.001967576535292708,0.017857142857142856,0.02857142857142857,0.3903591778591779,0.06653487756412547,0.001967638388591633,23.852273330729474,2.592398612992942,0.10863227650055207,1.719702378443944e-05,1.8690688299698435e-06,4.510968255610223e-05,0.01952859336663514,0.0013701001771148902,0.02258693439000216,0.02121683421288727,0.0030583410233670193,0.0016210734939893939,0.020688300976267303,M
VA08,0.004331204172677915,0.018125120781245885,0.005597234551708756,0.09285714285714286,0.009124921053865769,0.039285714285714285,0.05357142857142857,0.4000469238790407,0.09535075094019103,0.008902416686214283,3.2324527561848493,0.7724314245706055,0.23882962925490706,0.00010145055229068388,2.4242765645817965e-05,7.850359875802338e-05,0.012527886229537129,-0.001266030379030841,0.0224563249539238,0.023722355332954644,0.009928438724386672,0.008553160161946542,0.023131406979464673,M
VA09,0.002596784723900983,0.015261424673640979,0.007317211289497506,0.08928571428571429,0.009821301019206002,0.04285714285714286,0.04642857142857143,0.4053729923922232,0.09164221163050117,0.009282894497731543,2.0828421715525,0.35440287188430025,0.17004207396465934,0.00011167106891578156,1.9001222498122936e-05,3.9630634457476436e-05,0.007944213384143473,-0.004720426565596523,0.01785820939754196,0.022578635963138485,0.009913996013398488,0.009891746259436925,0.022016178839501584,M
VA10,0.0014000615664036583,7.279381671333518e-05,2.762838800798151e-05,0.017857142857142856,0.0,0.010714285714285714,0.007142857142857143,0.38650513802135805,0.05706879373451402,0.0,1.9345451816297468,37.207588220539385,16.910218926749366,2.0111758127379135e-09,3.868144419166264e-08,1.0191582505217285e-07,4.5165428705353666e-05,0.0013724331783956769,0.0014728553831169936,0.00010042220472131669,0.0014276899544116398,4.0054404667158235e-05,9.792058396313442e-05,M
VA11,0.0027426344824285722,0.013222136860365049,0.001100308685636798,0.049999999999999996,0.0029037924362575237,0.024999999999999998,0.024999999999999998,0.38219266786212397,0.05597132316124733,0.003037397073451694,11.908523306544906,2.4701549379086254,0.20727071608847525,1.4548432030138126e-05,3.017744542543142e-06,3.6263488484627044e-05,0.01212182817472825,0.0016423257967917743,0.015964771342793622,0.014322445546001848,0.0038429431680653704,0.002031556968872451,0.013965658646279381,M
VA12,0.002496704069724526,0.01010988911098445,0.0008951188821944226,0.09999999999999999,0.006021131190095681,0.04285714285714286,0.05714285714285714,0.38925020292207796,0.05871070630019972,0.0064113099576139435,11.169680922436894,2.7584266761415606,0.2467125916443614,9.049552640133965e-06,2.2348469560620835e-06,2.5241401287858545e-05,0.009214770228790027,0.0016015851875301032,0.012606593180708975,0.011005007993178871,0.0033918229519189482,0.0016446244556556546,0.010730861886587227,M
VB01,0.0030080681197995843,0.0037705290806790215,0.003260934301829592,0.09999999999999999,0.006399106429183189,0.03571428571428571,0.06428571428571428,0.38596076458752515,0.042782548339118064,0.006574913517113869,1.1527376378577772,0.9196357499803729,0.7956738476560812,1.229544761523222e-05,9.809112514094511e-06,1.13420083223678e-05,0.0005095947788494293,-0.00025286618203000785,0.006778597200478606,0.007031463382508613,0.006269002421629177,0.0034972656320214177,0.006856302372979929,M
VB02,0.0031688676249532204,0.019996577526017172,0.0033039179422407524,0.09285714285714286,0.0067473060823766695,0.039285714285714285,0.05357142857142857,0.38759850474843405,0.060478185476942975,0.0068514275297188966,6.034119695944011,0.9562299610866484,0.15839129010608272,6.606705127161634e-05,1.0469678602668784e-05,6.336650713206298e-05,0.01669265958377642,-0.00013505031728753203,0.023165445150970392,0.023300495468257923,0.006472785567193972,0.005670870935909405,0.022720056079368934,M
VB03,0.0013259738599993808,0.027880327742396037,0.0018524951590534408,0.04642857142857143,0.00046742554811298674,0.02142857142857143,0.024999999999999998,0.36056860902255644,0.0392218837421917,0.0005186518216675636,14.969342393655083,0.7119341242600966,0.047542426616370315,5.1648172175612e-05,2.456360156680258e-06,3.696858579463269e-05,0.026027832583342597,-0.00052652129905406,0.02920630160239542,0.029732822901449477,0.0031784690190528216,0.0034741519395451786,0.02899214759785465,M
VB04,0.0018585555471930235,0.01572830139365081,0.0014656227200372529,0.05714285714285714,0.0007289870476479812,0.02857142857142857,0.02857142857142857,0.3723262810559006,0.057376942307838935,0.0007535709499366189,10.658755236063145,1.259505917031491,0.11809124127860503,2.3051755870128214e-05,2.723941236417364e-06,2.9231921803093477e-05,0.014262678673613556,0.00039293282715577066,0.017586856940843835,0.017193924113688062,0.0033241782672302767,0.0026813839258225803,0.016765605719396903,M
VB05,0.0014976028208547778,0.017533686538911186,0.0028313436874632556,0.049999999999999996,0.0007023943706396544,0.024999999999999998,0.024999999999999998,0.35821195144724555,0.03858650660619688,0.0008034100875417391,6.170913647748547,0.527075561982378,0.08536420310139237,4.964389269990565e-05,4.24022829315434e-06,2.625849842065684e-05,0.01470234285144793,-0.0013337408666084778,0.019031289359765963,0.020365030226374443,0.004328946508318034,0.004875405746819133,0.019857716306144475,M
VB06,0.0018609245054361516,0.021713430317067836,0.0013008059330095376,0.060714285714285714,0.0014394087531253907,0.024999999999999998,0.03571428571428571,0.3683227726574501,0.05754145734914689,0.0015140801926607917,16.564946625786934,1.419679647896903,0.0856643945396619,2.8244958982431008e-05,2.4207016375541856e-06,4.0407054574111805e-05,0.0204126243840583,0.000560118572426614,0.023574354822503987,0.023014236250077372,0.0031617304384456892,0.0024545640946339073,0.022440927873740926,M
VB07,0.0019909432063404332,0.0016053801360890309,0.0014335986000726297,0.03571428571428571,0.0004266411511583122,0.017857142857142856,0.017857142857142856,0.3634378552482001,0.0438225624838503,0.0004885417468141119,1.112068227281643,1.379152907352685,1.2324920691179673,2.3014707156816426e-06,2.854213393433758e-06,3.1962206755403364e-06,0.00017178153601640116,0.0005573446062678035,0.0035963233424294644,0.0030389787361616606,0.0034245418064130628,0.0015146343001981534,0.002963274639531299,M
VB08,0.003828920002767689,0.02443788355589521,0.002036283090518976,0.060714285714285714,0.0032009822181496253,0.02857142857142857,0.03214285714285714,0.3673353121409422,0.0627920540559156,0.0032148113569402856,11.942572202801765,1.8711585022171116,0.15661560208324893,4.9762449052941156e-05,7.796765056585715e-06,9.357070117247474e-05,0.02240160046537623,0.001792636912248713,0.028266803558662897,0.026474166646414186,0.005865203093286664,0.003759321282332509,0.025814667833158316,M
VB09,0.004713899058067562,0.017933955459461106,0.005078176764387865,0.07857142857142857,0.003896071253987895,0.03571428571428571,0.04285714285714286,0.4023966855464653,0.09828587080912861,0.003483954871414312,3.5246329461234156,0.9264416855680268,0.2627012237473047,9.107179590780228e-05,2.3938012666348534e-05,8.453885574777932e-05,0.01285577869507324,-0.0003642777063203031,0.022647854517528668,0.02301213222384897,0.009792075822455427,0.00791511147440902,0.022438876260977292,M
VB10,0.0019233695574495603,0.01437641478468301,0.0007181231967493662,0.060714285714285714,0.005197246961333835,0.02857142857142857,0.03214285714285714,0.3784974348855564,0.0521540491068951,0.0050445181000548685,19.74448122084983,2.6415441315923633,0.13369345915824293,1.0324036942971416e-05,1.381216295126092e-06,2.765115854212708e-05,0.013658291587933644,0.0012052463607001942,0.01629978434213257,0.015094537981432376,0.0026414927541989265,0.0013679169187782892,0.01471851746232196,M
VB11,0.001747574158410975,0.010081256533702636,0.00047007542132665453,0.04285714285714286,0.0011302960559373613,0.02142857142857143,0.02142857142857143,0.3634378552482001,0.044448742331748274,0.0010329472929172573,20.99931820263532,3.6402075190220677,0.17317706200159036,4.738950912582355e-06,8.214916588146128e-07,1.7617743402610528e-05,0.009611181112375982,0.0012774987370843206,0.011828830692113611,0.01055133195502929,0.00221764957973763,0.0008982659123568821,0.01028848738675454,M
VC01,0.0013007687770172861,0.005199248467910339,0.0007908384403305424,0.06785714285714285,0.000926816884321707,0.014285714285714285,0.05357142857142857,0.29308250572956457,0.006442241057747643,0.0010847577686211663,6.492256372913833,1.6242586663052785,0.2497037307838538,4.111765549253174e-06,1.0286979508470177e-06,6.76302007101273e-06,0.004408410027579797,0.0005099303366867437,0.006500017244927625,0.005990086908240881,0.0020916072173478286,0.0013728567255331136,0.005840867661416375,M
VC02,0.0012716470302615711,0.0024567324440699645,0.0013475421121591452,0.075,0.0016479243369043831,0.017857142857142856,0.05714285714285714,0.30313290139064475,0.009791507780179164,0.0019793829263747434,1.8096915167976466,0.9367275010268672,0.515518832745163,3.310550426691939e-06,1.7135979250795821e-06,3.1240965166488217e-06,0.0011091903319108193,-7.58950818975741e-05,0.0037283794743315354,0.0038042745562291095,0.0026191891424207163,0.0017404371728487642,0.003709506150913794,M
VC03,0.0027770630602045147,0.007640048054126399,0.0006032706402688445,0.10714285714285714,0.014060456386681885,0.02857142857142857,0.07857142857142857,0.3526797205368634,0.020855883028228096,0.014786123368615903,12.457873494118628,4.528283074153217,0.3630124988177794,4.609016681297572e-06,1.6753206103965343e-06,2.1216895229301803e-05,0.007036777413857554,0.0021737924199356704,0.010417111114330913,0.008243318694395244,0.003380333700473359,0.0011182429922141216,0.00803796911837828,M
VC04,0.0010990654241683424,0.0021517943607073328,0.0002626743045077242,0.03571428571428571,0.0004317026170118526,0.010714285714285714,0.024999999999999998,0.2710505864066695,0.002448361635996313,0.0005014495293190103,7.891445307221375,4.030689382897861,0.5084042423946057,5.652210871424417e-07,2.8869624590190625e-07,2.3649627817738516e-06,0.0018891200561996085,0.0008363911196606181,0.003250859784875675,0.002414468665215057,0.0013617397286760666,0.0004681950072788353,0.0023543217589641484,M
VC05,0.0011651363777053971,0.0014416075909842586,0.0007110300823952864,0.04642857142857143,0.001948520408953783,0.010714285714285714,0.03571428571428571,0.2756862604196608,0.0019829572118792017,0.0023080221592842185,1.999372323267275,1.6159331020347645,0.8026524419835663,1.0250263641992078e-06,8.284470146416141e-07,1.6796694466320027e-06,0.0007305775085889722,0.0004541062953101107,0.0026067439686896557,0.002152637673379545,0.0018761664601006835,0.0009523445370069754,0.0020990132473522965,M
VD01,0.007249765082703767,0.008806749596887825,0.013837259789744458,0.09999999999999999,0.009418623454858681,0.06428571428571428,0.03571428571428571,0.38759850474843405,0.06541052593263083,0.009206967726003792,0.6359922273871303,0.5235523267984817,0.8222718591512252,0.00012186128207536412,0.00010031688286399024,6.384686571963282e-05,-0.005030510192856634,-0.006587494707040692,0.016056514679591592,0.02264400938663228,0.021087024872448224,0.010763224833081371,0.022079923743548915,M
VD02,0.005765279322188175,0.01596226551789607,0.016434498236232,0.08571428571428572,0.0009771986637911016,0.060714285714285714,0.024999999999999998,0.37334079408330095,0.08115618604644131,0.0009664616272323696,0.9706751333237136,0.3505901633097927,0.3609556399953712,0.0002623318245001298,9.47494728518864e-05,9.202691932560353e-05,-0.0004722327183359319,-0.010669218914043826,0.021727544840084247,0.032396763754128075,0.022199777558420175,0.01619494011754201,0.031589726934630226,M
VD03,0.0045927999162061065,0.016423547822079398,0.03135005676080209,0.075,0.00319841450668268,0.05357142857142857,0.02142857142857143,0.39657328922886087,0.0796026546871332,0.0032149743821742105,0.5237091229569361,0.14645381388297707,0.2794770773743343,0.0005148791564359367,0.00014398453806406853,7.543006906105324e-05,-0.014926508938722691,-0.026757256844595984,0.021016347738285503,0.04777360458288149,0.035942856677008195,0.02155496370564557,0.046583514789001884,M
VD04,0.0040889371444775375,0.01798730186104481,0.024044687242502534,0.07142857142857142,0.003320313096594153,0.05357142857142857,0.017857142857142856,0.3438295393439685,0.05849191127280081,0.0033698078490520065,0.7477670226891504,0.16998504712431856,0.22719723078757983,0.0004324990475853062,9.831721479321379e-05,7.354894670855605e-05,-0.006057385381457725,-0.019955750098024996,0.022076239005522347,0.04203198910354734,0.028133624386980072,0.020579518448190923,0.040984928876768585,M
VD05,0.004107523641904037,0.01858601544628057,0.02447526882494652,0.07857142857142857,0.0028458711349457193,0.05357142857142857,0.024999999999999998,0.3408359985785359,0.05592092300947493,0.0027192882858722424,0.7590692828066659,0.16775489259563026,0.22088192246181385,0.0004548977244323253,0.00010053274534042467,7.634249785439105e-05,-0.00588925337866595,-0.020367745183042484,0.022693539088184604,0.04306128427122709,0.028582792466850554,0.021127921850499994,0.04198858323955951,M
VD06,0.004499662600417258,0.019293296856597555,0.017423533792293718,0.07142857142857142,0.0016869801414046053,0.049999999999999996,0.02142857142857143,0.3270073303784521,0.0471803776461276,0.001552877539081967,1.106677343013837,0.2581038734904268,0.23310332083917293,0.0003361574097456817,7.840002337229033e-05,8.681332630437986e-05,0.0018697630643038365,-0.01292387119187646,0.023792959457014814,0.03671683064889127,0.021923196392710977,0.018310807540020207,0.03580217650461284,M
VD07,0.0019523979708884972,0.017060108171631817,0.0114336056451287,0.03571428571428571,0.00016336049538282345,0.024999999999999998,0.010714285714285714,0.3110467001783688,0.02673211169909757,0.00015874489338391025,1.4907983288373752,0.1706103855229922,0.11437525475867313,0.00019505854909767582,2.232294846148854e-05,3.330812057743223e-05,0.005626502526503117,-0.009481207674240202,0.019012506142520313,0.028493713816760517,0.013386003616017198,0.01369133910392115,0.027783905999261144,M
VD08,0.0020476654221686505,0.017818707092517684,0.00039886411147611737,0.017857142857142856,0.0002925840518740065,0.007142857142857143,0.010714285714285714,0.29028828692493946,0.008072504070429807,0.0002787525446143329,43.58100061212761,5.008180871576103,0.11485215453609704,7.107242772110257e-06,8.167402492136675e-07,3.648675038109975e-05,0.017419842981041565,0.001648801310692533,0.019866372514686335,0.018217571203993803,0.002446529533644768,0.0007802623843240036,0.017763752704250187,M
VD09,0.0025790933140404726,0.019896664200777212,0.010454996715204166,0.02857142857142857,0.00030873535645900004,0.017857142857142856,0.010714285714285714,0.3011342229199372,0.016008972137780596,0.0003330722893574916,1.9012585232702617,0.2464495101363399,0.1295592917039198,0.0002080195588626461,2.696441212649817e-05,5.1315353611932933e-05,0.009441667485573046,-0.007875903401163693,0.022475757514817684,0.030351660915981377,0.01303409002924464,0.013707293280488343,0.02959556971878611,M
VD10,0.002660090012702331,0.015796828573604055,0.004779599589134871,0.04642857142857143,0.0035853551094917305,0.024999999999999998,0.02142857142857143,0.3535898617511521,0.031185539098136948,0.003952106230685807,3.2981522316476948,0.5553888092726378,0.16828739555918482,7.550251536003194e-05,1.2714165131773834e-05,4.2020985921014955e-05,0.011017228984469184,-0.00211950957643254,0.018456918586306388,0.020576428162738927,0.007439689601837202,0.007338738751243189,0.02006384810174543,M
VD11,0.0011092043671531897,0.007877107752533858,0.000379599748309519,0.024999999999999998,0.00016962582203411226,0.010714285714285714,0.014285714285714285,0.2991617280099813,0.007246168621442447,0.00016950260535770003,20.21846211839916,2.8470356358443487,0.14063512277955634,2.990148120268813e-06,4.2105369859517013e-07,8.737322319646802e-06,0.007497508004224339,0.0007296046188436708,0.008986312119687048,0.008256707500843377,0.0014888041154627087,0.000724295518513496,0.008051024395840161,M
VD12,0.0015648525161227602,0.009228992799221774,0.0031183940253784025,0.03571428571428571,0.00021292001280884124,0.017857142857142856,0.017857142857142856,0.31389707085583374,0.015781776305758728,0.0002782614912751242,2.9500736557970693,0.5002095335268644,0.16937479551391924,2.877963600535348e-05,4.879826736875576e-06,1.444201260314103e-05,0.006110598773843371,-0.0015535415092556423,0.010793845315344535,0.012347386824600176,0.004683246541501163,0.004661656172950651,0.012039800675944656,M
VD13,0.004896910330511445,0.008597153055107993,0.002733355371769304,0.05357142857142857,0.007046298767208805,0.03214285714285714,0.02142857142857143,0.36782837967401727,0.04520305218967532,0.007088708027501007,3.133809474185377,1.785007651908117,0.5689349659705806,2.3499074485102314e-05,1.3384996156976054e-05,4.209948760854635e-05,0.005863797683338688,0.0021635549587421406,0.013494063385619436,0.011330508426877297,0.007630265702280748,0.0041479293955352875,0.011048253768556511,M
NMJ,0.11128211190927154,0.0,0.42442033401550683,0.4107142857142857,0.0,0.4107142857142857,0.0,0.5809128630705395,0.3238972780999444,0.0,0.0,0.2621917025968407,11128.211190927153,0.0,0.04723039110648403,0.0,-0.42442033401550683,-0.3131382221062353,0.11128211190927154,0.42442033401550683,0.5357024459247783,0.0,0.001510392647742017,M
VC06,0.0008704327490733849,0.000709115486871962,0.0,0.0035714285714285713,0.0,0.0,0.0035714285714285713,0.0,1.0898355958681143e-28,0.0,70.91154868719619,87.04327490733849,1.2104213648069644,0.0,0.0,6.172373426484736e-07,0.000709115486871962,0.0008704327490733849,0.0015795482359453469,0.000709115486871962,0.0008704327490733849,0.0,2.523542657907338e-06,M
