,pagerank,hubs,auth,degcentr,between,indegcentr,outdegcentr,closecentr,evcentr,load,haratio,paratio,phratio,haprod,paprod,phprod,hadiff,padiff,phsum,hasum,pasum,ha_harmonic_mean,hasum_normed,role
AVEL,0.009083566646380251,0.0006826843185477556,0.0009760704012833698,0.22142857142857142,0.023311250310577864,0.14642857142857144,0.075,0.49643504140786754,0.13258022058216257,0.021665597098319434,0.6923281721662495,9.211884500901759,13.1135733885594,6.663479567547717e-07,8.866200541616605e-06,6.201208505967223e-06,-0.00029338608273561423,0.00810749624509688,0.009766250964928006,0.0016587547198311254,0.010059637047663621,0.0008034315728399088,0.001617433427878037,I
AVER,0.009700125039298985,0.0008785607552108583,0.001295165385749395,0.225,0.025224754752860266,0.1392857142857143,0.08571428571428572,0.4876016776817489,0.1282421230902007,0.022595125368844105,0.6731413235468312,7.432104118919307,10.916670562382777,1.137881479426951e-06,1.2563266188341034e-05,8.522149180166273e-06,-0.00041660463053853664,0.00840495965354959,0.010578685794509842,0.002173726140960253,0.01099529042504838,0.0010469409719885752,0.00211957637944167,I
AVFL,0.002181197796360111,0.0015218974856515762,0.0006950179887232372,0.10357142857142856,0.0033309741375124944,0.04642857142857143,0.05714285714285714,0.3182719429235109,0.008719104852249764,0.003423561078102896,2.158664757487506,3.0938186418621507,1.4238536304094538,1.0577461295205102e-06,1.5159717054337615e-06,3.3195594419892113e-06,0.000826879496928339,0.0014861798076368736,0.003703095282011687,0.0022169154743748136,0.002876215785083348,0.0009542503011476361,0.0021616898219882527,I
AVFR,0.002706099885283898,0.0028974010013743767,0.0010584667338031629,0.08928571428571429,0.0063983855440885974,0.039285714285714285,0.049999999999999996,0.3258408357397656,0.014598737430305164,0.006096865776043412,2.711737211565959,2.5326945609730385,0.9307625208922606,3.06680257444275e-06,2.864316706921561e-06,7.840656517440651e-06,0.0018389342675712139,0.001647633151480735,0.0056035008866582746,0.00395586773517754,0.0037645666190870607,0.0015505081462513111,0.003857322987326142,I
AVG,0.0013559384682067493,0.00015293382489286596,9.416716108363987e-05,0.09285714285714286,0.0038681139573650907,0.024999999999999998,0.06785714285714285,0.29689289583655787,0.004903488951445675,0.0038787232715439546,1.468157750503246,13.016947511106821,8.322019501465217,1.4401344123823682e-08,1.2768487615512886e-07,2.073688562622319e-07,5.876666380922609e-05,0.0012617713071231094,0.0015088722930996152,0.00024710098597650583,0.0014501056292903893,0.00011656241732028499,0.00024094544540057865,S
AVHL,0.00226291440311258,7.825856091947329e-05,0.0002759215669411027,0.10714285714285714,0.016589000902861736,0.04285714285714286,0.06428571428571428,0.38007232019021203,0.03320387641355822,0.01769578556571086,0.2737063935285226,7.914458595488601,25.639602317754232,2.1593224755456813e-08,6.243868879604133e-07,1.7709242467153938e-07,-0.00019766300602162942,0.0019869928361714775,0.0023411729640320533,0.000354180127860576,0.002538835970053683,0.00012193357592302325,0.00034535713535159367,I
AVHR,0.0016555780680629173,6.793851692041638e-05,0.00022662793405698575,0.09285714285714286,0.006012084767930304,0.03571428571428571,0.05714285714285714,0.31497947454844005,0.009205343480529453,0.006604459483735836,0.28711114429987433,6.9965453346020166,21.242103820803273,1.5396765732569534e-08,3.752002372351547e-07,1.1247751859016278e-07,-0.00015868941713656937,0.0014289501340059316,0.0017235165849833337,0.00029456645097740214,0.001882206002119903,0.00010453848821874632,0.00028722849668259137,I
AVJL,0.003742382032608118,0.00023474623448197014,0.0007715372510639479,0.15,0.013500714653135007,0.08928571428571429,0.060714285714285714,0.41900939274792487,0.07937332251593941,0.012552244795100226,0.3003647416196703,4.788488363815564,15.290866642051688,1.8111546444983218e-07,2.887387145869577e-06,8.785100901477373e-07,-0.0005367910165819778,0.00297084478154417,0.003977128267090088,0.001006283485545918,0.004513919283672066,0.000359969068461012,0.0009812159254077636,I
AVJR,0.0028914128381046142,0.00015765630947976798,0.0003780549039116273,0.11071428571428571,0.0030381352207097248,0.06785714285714285,0.04285714285714286,0.3644044452887538,0.030348537092069267,0.0029836970438005352,0.4062732048753375,7.451040584615528,17.246072319476514,5.9602740931435463e-08,1.0931128026784855e-06,4.5584947723799535e-07,-0.00022039859443185933,0.0025133579341929868,0.0030490691475843824,0.0005357112133913953,0.0032694677420162417,0.00022251817561970346,0.0005223660941965918,I
AVKL,0.006502674351143706,6.613291946323555e-05,0.0011467530405971768,0.18928571428571428,0.0268923342975196,0.08928571428571429,0.09999999999999999,0.4145720769397018,0.06267948391188068,0.026635685262478177,0.05717116544521401,5.621488876992001,85.4121239142003,7.583812647803358e-08,7.456961584187318e-06,4.300408391598342e-07,-0.0010806201211339412,0.005355921310546529,0.006568807270606942,0.0012128859600604124,0.007649427391740883,0.00012505400998170707,0.0011826717190624662,I
AVKR,0.0048581558758567,0.0007373313951282286,0.0005154886986650129,0.125,0.01206275244596267,0.05714285714285714,0.06785714285714285,0.38869807497467074,0.038830334804080366,0.011938012787174655,1.4031346382926886,9.245024466175368,6.500671465867065,3.80086001359509e-07,2.5043244503571564e-06,3.582070849695822e-06,0.00022184269646321564,0.004342667177191687,0.005595487270984929,0.0012528200937932414,0.005373644574521713,0.0006067686864898518,0.0012216110523108475,I
AVL,0.0029587002706986977,0.0073156629756667094,0.00096300516856905,0.11785714285714285,0.009327738523751957,0.060714285714285714,0.05714285714285714,0.3937243431855501,0.04482686297731875,0.009780813675117503,7.518627045348063,3.0407857699768543,0.40388157092763693,7.045021257076277e-06,2.849243652929493e-06,2.1644854026445535e-05,0.00635265780709766,0.0019956951021296476,0.010274363246365407,0.00827866814423576,0.003921705439267747,0.0017019697212966698,0.00807243797694163,I
AVM,0.0013422136920858553,0.00021980168793447134,5.228837495765442e-05,0.07857142857142857,0.005285336674117979,0.017857142857142856,0.060714285714285714,0.3341855400696864,0.013022811421660742,0.005685347367831947,3.528775442992362,21.548381909117612,5.840747751463826,1.1493073075042984e-08,7.018217280508291e-08,2.9502083508922975e-07,0.00016751331297681693,0.0012899253171282008,0.0015620153800203266,0.00027209006289212576,0.0013945020670435098,8.447991781015236e-05,0.0002653120186207916,S
AWAL,0.0014361555629297253,4.0099940082245e-06,1.373908175077116e-06,0.04285714285714286,0.0005899002132582929,0.010714285714285714,0.03214285714285714,0.26682779246070387,0.0012199921752545674,0.0008039901448279581,0.35256078618704967,126.2675538454475,102.50936310798113,5.509363549909893e-12,1.9731458685916274e-09,5.758975202226482e-09,2.6360858331473844e-06,0.0014347816547546483,0.00144016555693795,5.383902183301616e-06,0.0014375294711048024,2.046606109225907e-06,5.249783623575242e-06,S
AWAR,0.0016554116160415813,3.090926277842808e-06,6.037718765084607e-06,0.07142857142857142,0.002978577488503534,0.024999999999999998,0.04642857142857143,0.30080366943703934,0.003890011538662075,0.0033860930916452727,0.1927285496845101,103.21989307142263,126.45488798172109,1.866214358922464e-11,9.99490977811329e-09,5.116755264669153e-09,-2.9467924872417985e-06,0.0016493738972764968,0.001658502542319424,9.128645042927415e-06,0.0016614493348066659,4.088699582789338e-06,8.901241073886519e-06,S
AWBL,0.0013576969662026392,2.298793684572617e-05,0.00015853463524252066,0.05714285714285714,0.002404569505108263,0.024999999999999998,0.03214285714285714,0.3190129718942292,0.0052647152765811014,0.002516722531648316,0.13639888805435524,8.055892868839207,41.15737739380748,3.6443841828152995e-09,2.1524199330681232e-07,3.121065211470029e-08,-0.0001355466983967945,0.0011991623309601186,0.0013806849030483653,0.00018152257208824683,0.0015162316014451598,4.0153509735897636e-05,0.0001770006574810663,S
AWBR,0.0014539893803218818,4.2214728146392085e-05,0.0002819646588387568,0.075,0.003355772023762615,0.03214285714285714,0.04285714285714286,0.3317580421999308,0.00725787765769951,0.003651028399811869,0.14458848654592127,4.980018424506905,27.846345886267898,1.190306141976831e-08,4.099736195776348e-07,6.137976641802932e-08,-0.00023974993069236474,0.001172024721483125,0.001496204108468274,0.0003241793869851489,0.0017359540391606385,7.343502947837707e-05,0.0003161037438929922,S
AWCL,0.0019518309827181585,3.9238227614013716e-05,1.786229471841741e-06,0.05714285714285714,0.0017846982800323232,0.024999999999999998,0.03214285714285714,0.26734843205574915,0.001673605001652532,0.0015992546309147966,3.3291586344688966,165.60266261413295,39.64056135445962,7.008847858698573e-11,3.4864180253850024e-09,7.658638836397918e-08,3.7451998142171974e-05,0.0019500447532463168,0.001991069210332172,4.102445708585546e-05,0.0019536172121900003,3.416911938178997e-06,4.0002495521439135e-05,S
AWCR,0.0019245986158223688,3.587283018611214e-06,1.2338597545849349e-05,0.05714285714285714,0.0005602768444749387,0.03214285714285714,0.024999999999999998,0.2732125053411195,0.0020788526183205046,0.0006573607548446403,0.16058676070636999,86.15574956629142,141.6470543217614,4.4262041449703364e-11,2.3746847757930933e-08,6.904079932182231e-09,-8.751314527238135e-06,0.0019122600182765194,0.00192818589884098,1.5925880564460562e-05,0.0019369372133682182,5.558504758408955e-06,1.55291504436377e-05,S
BAGL,0.0018992460134975072,5.861490682447389e-05,1.63805265669399e-05,0.060714285714285714,0.0008218595881669451,0.02142857142857143,0.039285714285714285,0.3289701594923684,0.013712781378039272,0.0007083583072080623,2.2219005627404775,71.99424199051599,27.679787110343714,9.601430384570013e-10,3.111064978125061e-08,1.1132412811790986e-07,4.2234380257533986e-05,0.0018828654869305673,0.001957860920321981,7.499543339141379e-05,0.001915626540064447,2.560537342176165e-05,7.31272197482113e-05,S
BAGR,0.0019221827134154137,4.7350959572312e-05,1.909720738622378e-05,0.05714285714285714,0.0030611026456651104,0.02857142857142857,0.02857142857142857,0.3495307944606414,0.017270307633631653,0.0030773199167444952,1.6273369105081386,66.06072836823098,33.51613866184392,9.042710948891405e-10,3.670832191230851e-08,9.101719595353025e-08,2.825375218608822e-05,0.00190308550602919,0.0019695336729877258,6.644816695853578e-05,0.0019412799208016374,2.721733755134023e-05,6.479287454319859e-05,S
BDUL,0.0012521988835725608,6.355831267943557e-06,8.356169832099903e-05,0.049999999999999996,0.002869676628190778,0.02142857142857143,0.02857142857142857,0.31570523370638576,0.007893097144827834,0.0033753722497157396,0.06793197838433264,13.383669878206097,76.55978244449092,5.311040549910723e-10,1.0463586534698211e-07,7.958764817894496e-09,-7.720586705305547e-05,0.0011686371852515616,0.0012585547148405043,8.991752958894259e-05,0.0013357605818935599,1.181313715843865e-05,8.767759112943157e-05,I
BDUR,0.0015508981837856852,0.00012108461395559613,0.00014589853146376497,0.060714285714285714,0.005061749069814718,0.02142857142857143,0.039285714285714285,0.3089426638750202,0.007261553129223943,0.0057037684570653896,0.7766886116162003,9.948125676515149,11.831275517285649,1.7666067358978375e-08,2.2627376746415175e-07,1.8778990786812486e-07,-2.481391750816884e-05,0.0014049996523219203,0.0016719827977412813,0.0002669831454193611,0.0016967967152494501,0.0001323384465429799,0.0002603323197327578,I
CEPDL,0.0017545034439212428,3.272877551019013e-05,3.237469319281355e-05,0.08928571428571429,0.0036785019873082224,0.024999999999999998,0.06428571428571428,0.3103421776411584,0.004695122635402624,0.003925361810322818,0.7723660761687993,41.40451084655391,41.06140236812594,1.0595840657188754e-09,5.6801510702685e-08,5.7422749347953816e-08,3.540823173765788e-07,0.0017221287507284291,0.001787232219431433,6.510346870300369e-05,0.0017868781371140564,3.255077146665119e-05,6.348167410897868e-05,S
CEPDR,0.0017011422673609863,3.6309212332869095e-05,1.2643604507419966e-05,0.10357142857142856,0.008178719900996584,0.02857142857142857,0.075,0.32818220701454237,0.008661814802460243,0.00914938023158203,1.6035085015272688,75.12683180822859,36.73442457049867,4.590793207127323e-10,2.1508570039367987e-08,6.176713579402842e-08,2.366560782544913e-05,0.0016884986628535664,0.0017374514796938555,4.895281684028906e-05,0.0017137858718684063,1.8755992007998267e-05,4.7733351652096804e-05,S
CEPVL,0.00153355640190833,2.6609990605214152e-05,1.8866539860474537e-05,0.06785714285714285,0.006021330462629352,0.02142857142857143,0.04642857142857143,0.3254538513742789,0.009268994377649263,0.005797321829489938,0.9218282043442912,53.125743830771675,41.8890138062454,5.020384484401257e-10,2.8932902984889416e-08,4.0807921447346675e-08,7.743450744739615e-06,0.0015146898620478555,0.001560166392513544,4.547653046568869e-05,0.0015524229417688044,2.2079012769846442e-05,4.434366315871424e-05,S
CEPVR,0.001553159498191837,2.3979407285757067e-05,2.4497913387664188e-05,0.07857142857142857,0.0091491507500012,0.024999999999999998,0.05357142857142857,0.3289701594923684,0.009279567658275062,0.009155964245303832,0.6950973241857479,45.02183887873108,45.70884609993963,5.874454427740003e-10,3.80491668639316e-08,3.724384418688413e-08,-5.185061019071217e-07,0.001528661584804173,0.0015771389054775942,4.847732067342125e-05,0.0015776574115795013,2.4235887405224523e-05,4.726970058547126e-05,S
DA01,0.0065789455115438,0.01226945159023081,0.0011879158116619205,0.07142857142857142,0.001030474009215648,0.039285714285714285,0.03214285714285714,0.4000469238790407,0.09907131156387634,0.000954696563199133,10.242332116151692,5.491993216465307,0.5357686752703049,1.4575075544455674e-05,7.8152333972251e-06,8.072005346865291e-05,0.011081535778568888,0.005391029699881879,0.01884839710177461,0.01345736740189273,0.00776686132320572,0.002166110964973096,0.013122130491525297,M
DA02,0.003333157831840021,0.011451983205912486,0.002144428576920688,0.08571428571428572,0.0023615479157300767,0.04642857142857143,0.039285714285714285,0.41207841031149306,0.11057366750024834,0.0021188225455403393,5.315554819775337,1.5471192071746855,0.2908011442662613,2.4557960049174533e-05,7.147718905984743e-06,3.817126751288759e-05,0.009307554628991797,0.001188729254919333,0.014785141037752508,0.013596411782833174,0.005477586408760709,0.0036124178116142976,0.013257711133438753,M
DA03,0.0033455366024054065,0.022995324964570518,0.003593752379362555,0.06785714285714285,0.0035320482995562373,0.039285714285714285,0.02857142857142857,0.4083936555248031,0.10152430230758512,0.003349801226914829,6.380939238849151,0.9283480800634747,0.1454244444517832,8.263950380564045e-05,1.2023030125138947e-05,7.693170135317748e-05,0.019401572585207964,-0.00024821577695714834,0.026340861566975925,0.026589077343933072,0.006939288981767961,0.006216048999120055,0.025926715986610897,M
DA04,0.0022487766694026094,0.01981222020449504,0.002319697024002559,0.06785714285714285,0.0016258487645391005,0.03214285714285714,0.03571428571428571,0.3960002064409579,0.0901235543607814,0.0015449797135845154,8.504204624194635,0.9652657174876227,0.1134472650491825,4.595834824725052e-05,5.216480547659619e-06,4.4553258564935445e-05,0.01749252318049248,-7.092035459994959e-05,0.02206099687389765,0.0221319172284976,0.004568473693405168,0.004153128513247232,0.021580588329567055,M
DA05,0.002773765850348922,0.012797879301014083,0.0015935125758981756,0.06785714285714285,0.0011126671074351273,0.03571428571428571,0.03214285714285714,0.4000469238790407,0.09859680489195399,0.0010979440711757658,7.981153059461106,1.7298061094377464,0.21656714473638933,2.0393581610992894e-05,4.420030765127904e-06,3.5498320562040194e-05,0.011204366725115909,0.0011802532744507464,0.015571645151363006,0.014391391876912258,0.004367278426247097,0.002834136098219908,0.014032887452932236,M
DA06,0.003336820294432287,0.005058140213220713,0.0002249765553645163,0.039285714285714285,0.0007455584653254425,0.017857142857142856,0.02142857142857143,0.3837985194077631,0.05582720883642764,0.0007839566487704743,21.52614845074259,14.200652015074091,0.658391471831794,1.137962961721136e-06,7.507063357117871e-07,1.687810491555893e-05,0.004833163657856196,0.003111843739067771,0.008394960507653,0.005283116768585229,0.003561796849796803,0.00043079228098373914,0.005151508877552858,M
DA07,0.0017522419575952803,7.178844673558873e-05,5.110106670360518e-05,0.010714285714285714,0.0,0.007142857142857143,0.0035714285714285713,0.36881849644299175,0.04345214867440361,0.0,1.1749131497789866,28.677763779398823,21.424076719051133,3.6684662051835276e-09,8.954143315593214e-08,1.257907284406925e-07,2.068738003198355e-05,0.0017011408908916752,0.001824030404330869,0.0001228895134391939,0.0018033430242988854,5.970348653058498e-05,0.00011982820883394708,M
DA08,0.0027987072373961623,3.8987345771718764e-05,0.0009343493608976923,0.04285714285714286,0.0003862092799104676,0.03571428571428571,0.007142857142857143,0.38596076458752515,0.0687013019344656,0.00030530733919293643,0.041284875477289096,2.9636354439163592,57.1312283469725,3.642780160490277e-08,2.61497031860085e-06,1.0911416677817597e-07,-0.0008953620151259735,0.00186435787649847,0.002837694583167881,0.000973336706669411,0.003733056598293855,7.485138771669748e-05,0.0009490898847950841,M
DA09,0.004119819008896381,0.0007303052057039389,0.0012495631508046912,0.06428571428571428,0.004825552102393556,0.039285714285714285,0.024999999999999998,0.3931594589055134,0.07389863841266829,0.0044723433777887995,0.5798083289729239,3.2708316421168497,5.565027744170651,9.125624738884821e-07,5.147974021501622e-06,3.0087252687550696e-06,-0.0005192579451007523,0.00287025585809169,0.00485012421460032,0.00197986835650863,0.0053693821597010725,0.0009218415667774266,0.0019305477924674895,M
DB01,0.002258263209790444,0.0036358606574664444,0.00171939942716544,0.09642857142857142,0.006280503809465918,0.03571428571428571,0.060714285714285714,0.38112954500298035,0.04843546843105012,0.006953079937829744,2.1023834056807664,1.3058077702106299,0.6194046953400957,6.251496731701165e-06,3.882856469302477e-06,8.210730358680966e-06,0.0019164612303010043,0.000538863782625004,0.005894123867256889,0.0053552600846318845,0.003977662636955884,0.002334712649957462,0.005221855029142834,M
DB02,0.0017488973346961826,0.019090550253331586,0.003004002048525165,0.06428571428571428,0.000988578600046144,0.02857142857142857,0.03571428571428571,0.3708148076551324,0.04804163412324151,0.0011005221827788921,6.3339539741431565,0.5802575136111691,0.0915626676457205,5.73480520684807e-05,5.253691176087534e-06,3.3387412455935146e-05,0.01608654820480642,-0.0012551047138289826,0.02083944758802777,0.02209455230185675,0.0047528993832213475,0.005191148594910553,0.021544154201810498,M
DB03,0.0024547946761461375,0.020390160816851813,0.003720842900778483,0.08928571428571429,0.0037173631171530156,0.04285714285714286,0.04642857142857143,0.41269901032702244,0.09980138936294708,0.0034802180197523345,5.465296009273715,0.6579732091195576,0.12033212376043247,7.586858512111466e-05,9.133905343607171e-06,5.005365821897141e-05,0.01666931791607333,-0.0012660482246323454,0.02284495549299795,0.024111003717630294,0.00617563757692462,0.006293274722996166,0.02351037373178185,M
DB04,0.002062603434095933,0.00487410994018674,0.0017978215959192558,0.075,0.0012056237568230765,0.04285714285714286,0.03214285714285714,0.3837985194077631,0.07860339555284922,0.001162614530076551,2.6961233072936674,1.1409330648288465,0.4223089691582723,8.762780111352432e-06,3.7081929976348874e-06,1.0053355900790291e-05,0.0030762883442674843,0.0002647818381766771,0.006936713374282673,0.006671931536105995,0.003860425030015189,0.0026267596014532065,0.0065057268359183015,M
DB05,0.0022256972416498755,0.00010844082887569692,0.0001073991784300231,0.03571428571428571,9.762831259453755e-06,0.024999999999999998,0.010714285714285714,0.4018066610808546,0.09071212526399251,7.1232495387641344e-06,0.9236932517405487,18.958371527076093,18.7916385150068,1.1646455929520574e-08,2.390380551871652e-07,2.413564537108648e-07,1.0416504456738226e-06,0.0021182980632198523,0.0023341380705255723,0.00021584000730572001,0.0023330964200798986,0.00010791749013448008,0.00021046320997070207,M
DB06,0.003252862408173827,0.00015808404953847487,0.00017457545271995416,0.03571428571428571,9.762831259453755e-06,0.024999999999999998,0.010714285714285714,0.4018066610808546,0.09071212526399251,7.1232495387641344e-06,0.856473855049007,17.623483297690782,19.35259423547645,2.759759451598291e-08,5.678699275426661e-07,5.142256620755939e-07,-1.6491403181479293e-05,0.0030782869554538727,0.003410946457712302,0.00033265950225842903,0.003427437860893781,0.00016592097522314883,0.0003243726107430945,M
DB07,0.0018578545415197214,5.9535082370142315e-05,0.0009577274607270071,0.03214285714285714,0.00018475112794321525,0.02142857142857143,0.010714285714285714,0.366843564735131,0.051099571584249354,0.00021152966488267944,0.061520505293315195,1.9198117413388316,26.718233130582526,5.701838326252961e-08,1.7793183124498209e-06,1.106075231611196e-07,-0.0008981923783568648,0.0009001270807927142,0.0019173896238898636,0.0010172625430971494,0.0028155820022467285,0.00011210160769103304,0.0009919214833046938,M
DD01,0.006596598461217619,0.024365247843003122,0.028755070880934704,0.09642857142857142,0.003206366079667784,0.075,0.02142857142857143,0.3898039016460069,0.0922367839356529,0.003040959686306101,0.8470428577720712,0.22932668890413896,0.27062692874776917,0.0007006244287570962,0.00018968565632537744,0.00016072775642834032,-0.0043898230379315825,-0.022158472419717086,0.03096184630422074,0.053120318723937826,0.03535166934215232,0.026378773531016895,0.05179703676284329,M
DD02,0.0046055806765857524,0.020168190598082968,0.04900698523419671,0.08928571428571429,0.0024439498212127557,0.06785714285714285,0.02142857142857143,0.35177425270493307,0.07744879481729065,0.002466656683929446,0.4114531014447748,0.09395887271689382,0.22824547395361142,0.000988382218840717,0.00022570562421233965,9.288622890022937e-05,-0.02883879463611374,-0.044401404557610956,0.02477377127466872,0.06917517583227967,0.05361256591078246,0.028576211247720504,0.06745195081154672,M
DD03,0.006241727702780379,0.02290886873413521,0.03776149186706054,0.060714285714285714,0.0005026947997779247,0.049999999999999996,0.010714285714285714,0.3345935810221525,0.045636453934936226,0.0005949346675059001,0.6065121498182969,0.16524970008461895,0.27234013053550027,0.0008650730603876043,0.00023569694988494777,0.000142990920617211,-0.014852623132925333,-0.031519764164280165,0.029150596436915588,0.06067036060119575,0.04400321956984092,0.02851715571872024,0.059158999305080555,M
DD04,0.0039853130751079414,6.476571869837155e-05,0.031968668981661036,0.039285714285714285,0.0033213891322656825,0.02857142857142857,0.010714285714285714,0.3089426638750202,0.028085726979525837,0.003548075853737265,0.002025278748640635,0.12462410731958287,53.30401612517027,2.070473822427615e-06,0.0001274051544864114,2.58111665547383e-07,-0.03190390326296266,-0.027983355906553094,0.004050078793806313,0.03203343470035941,0.035953982056768974,0.00012926954863222236,0.03123544878255686,M
DD05,0.0030220046979443763,0.0007379714277146648,0.024599589763023674,0.03214285714285714,3.200204813108039e-05,0.017857142857142856,0.014285714285714285,0.29339629856225147,0.01906938655287512,3.276400165801087e-05,0.029987148701823525,0.12279784941742465,4.040267563665823,1.8153794378613633e-05,7.434007583136192e-05,2.2301531215024357e-06,-0.023861618335309007,-0.021577585065079296,0.0037599761256590413,0.02533756119073834,0.02762159446096805,0.001432955148441785,0.024706376392392544,M
DD06,0.003331368121343015,0.000709115486871962,0.008289376835920164,0.03214285714285714,0.0,0.02857142857142857,0.0035714285714285713,0.3198311537824864,0.023473851020204523,0.0,0.08544201581531649,0.401399790273972,4.632591262682905,5.878125490868691e-06,2.7614965736983662e-05,2.3623247273158855e-06,-0.007580261349048202,-0.004958008714577149,0.004040483608214977,0.008998492322792127,0.011620744957263179,0.0013064689683581967,3.2023104351573404e-05,M
DVA,0.00468102080206432,0.0002602638863588735,0.0003666253486192388,0.21071428571428572,0.03330952311247574,0.07857142857142857,0.13214285714285715,0.4035819482432148,0.06684739666256137,0.032095583354712465,0.6910418730790089,12.428852224699149,17.320186078611197,9.541933806931996e-08,1.71618088345074e-06,1.218300666071991e-06,-0.00010636146226036531,0.0043143954534450805,0.004941284688423193,0.0006268892349781123,0.005047646150683559,0.00030442168327440334,0.0006112727771672696,S
DVB,0.0028179152657697437,0.00294018965914763,0.0010267085482259625,0.05357142857142857,0.0013120376468537607,0.014285714285714285,0.039285714285714285,0.3072109224855862,0.019166852315034257,0.001566672778017733,2.8360812343825508,2.7181364237729295,0.9551641051388869,3.0187178564524507e-06,2.893177691542231e-06,8.285205324770445e-06,0.0019134811109216673,0.0017912067175437812,0.005758104924917374,0.003966898207373592,0.003844623813995706,0.0015219537778112468,0.0038680786790760294,I
DVC,0.0044495853576178475,0.0006845860475817624,0.004787555026466418,0.13214285714285715,0.015313525073891499,0.060714285714285714,0.07142857142857142,0.40298844537815126,0.0466385515789809,0.015613551288799241,0.14269477761175073,0.9274693741022365,6.406096657295826,3.277493373148845e-06,2.13026347445547e-05,3.046124053349285e-06,-0.004102968978884656,-0.00033796966884857074,0.00513417140519961,0.005472141074048181,0.009237140384084266,0.0011978833618498876,0.005335824392488262,I
FLPL,0.0016146412041605572,0.0011487177086460056,0.00010163322550981516,0.07857142857142857,0.007533054846819039,0.03214285714285714,0.04642857142857143,0.3937243431855501,0.04587946256023135,0.007656204146752163,10.290105865883152,14.463804989837838,1.3934724498577924,1.1674788592993765e-07,1.641011936198894e-07,1.8547669443287425e-06,0.0010470844831361906,0.001513007978650742,0.0027633589128065626,0.0012503509341558207,0.0017162744296703723,0.00018674418955628714,0.001219203401988238,S
FLPR,0.001142054294929223,0.0006822484346015389,0.00010869352934603631,0.07142857142857142,0.0006107202679295023,0.017857142857142856,0.05357142857142857,0.33541265955586647,0.020779101171033022,0.0006072612642904294,5.747983385113842,9.621874934729634,1.6497751931885467,7.41559902476497e-08,1.241339120206563e-07,7.791647549454266e-07,0.0005735549052555026,0.0010333607655831866,0.0018243027295307618,0.0007909419639475752,0.0012507478242752593,0.0001875131011573559,0.0007712387833510164,S
HSNL,0.0022458730874778685,0.0049980271659546315,8.460152386682481e-05,0.10357142857142856,0.01108987314778013,0.039285714285714285,0.06428571428571428,0.3254538513742789,0.007016712682177743,0.011635356005036733,52.832417086542904,23.74034788952759,0.4484546535102031,4.2284071456754955e-07,1.900042856121184e-07,1.122493470250079e-05,0.0049134256420878064,0.002161271563611044,0.0072439002534325,0.0050826286898214565,0.002330474611344693,0.00016638662407676417,0.0049560151637404945,I
HSNR,0.0024734829070552217,0.000821630231264971,0.0007824802086422747,0.15,0.023838939532120157,0.05714285714285714,0.09285714285714286,0.3764177786499215,0.032290920880121615,0.02524906956927039,1.0367832815315827,3.1211920248367377,2.9742580465032775,6.42909394787015e-07,1.93545142118567e-06,2.0322883329537346e-06,3.915002262269631e-05,0.0016910026984129469,0.0032951131383201927,0.0016041104399072458,0.0032559631156974965,0.000801577470967884,0.0015641503933615135,I
IL1DL,0.0017773589473076873,0.0028725767520314856,0.0005307158082433439,0.06785714285714285,0.007273640558301455,0.02857142857142857,0.039285714285714285,0.3092913576265721,0.005312852516721582,0.008023008859322243,5.312544423962375,3.2870482427393806,0.61658685967515,1.5245218926954295e-06,9.432724902589381e-07,5.1055999920512165e-06,0.0023418609437881417,0.0012466431390643433,0.0046499356993391725,0.0034032925602748296,0.0023080747555510313,0.0008959099846369471,0.0033185130303035703,S
IL1DR,0.0017250685298941856,0.004302066958774158,0.00042813006772054346,0.05357142857142857,0.0014570950010188881,0.02857142857142857,0.024999999999999998,0.3128220808871494,0.005932200768160652,0.0015927592365600853,9.819154802948118,3.937343398660559,0.4000560627622051,1.8418442183982929e-06,7.38553706526176e-07,7.421360324078887e-06,0.003873936891053615,0.001296938462173642,0.006027135488668344,0.004730197026494702,0.002153198597614729,0.0007787600423753114,0.00461236293686672,S
IL1L,0.0012290401588115492,0.008580652279614274,0.00016233984505946116,0.05357142857142857,0.0007451758640361015,0.017857142857142856,0.03571428571428571,0.2756862604196608,0.0017611521935826154,0.0007243259555776186,49.78913771596901,7.131491608266808,0.14306715238935663,1.3929817615816934e-06,1.9952218895332245e-07,1.054596624044381e-05,0.008418312434554813,0.001066700313752088,0.009809692438425823,0.008742992124673735,0.0013913800038710105,0.00031865103884756745,0.008525195167831328,S
IL1R,0.0014052992346939468,0.008578415405268805,0.0003536737237489474,0.075,0.004259842544754111,0.024999999999999998,0.049999999999999996,0.3068669012957927,0.005007478024326786,0.004406617952266285,23.58821890357602,3.8641758887811704,0.16362730124020625,3.0339601202467545e-06,4.970174133157542e-07,1.2055240603911016e-05,0.008224741681519859,0.0010516255109449995,0.009983714639962752,0.008932089129017752,0.0017589729584428942,0.000679339419126552,0.008709581570643644,S
IL1VL,0.0016834951322645924,0.004285028396653547,0.0005034133881314408,0.05714285714285714,0.0019989779480312363,0.03214285714285714,0.024999999999999998,0.3216339704896043,0.007013352192254344,0.002218172051185477,8.34615632492334,3.279024605088005,0.3919636791170649,2.1571406633987974e-06,8.474939884361065e-07,7.2138244473817964e-06,0.0037816150085221057,0.0011800817441331517,0.005968523528918139,0.004788441784784987,0.002186908520396033,0.0009009781304026685,0.0046691567581177455,S
